offset,scale,pc1_score
5466.853113553113,0.7510815214792509,-2763.0760160729733
6092.549450549451,1.29246246852075,-1298.0610205818575
6255.349358974358,1.2859023982052986,-1019.4911840967526
5230.8345238095235,1.4850510871804357,-2976.8058280901764
6353.302884615385,0.9515877240181907,-903.3082981356775
6594.011446886447,1.1910432752663074,-382.67223046149593
2482.534210526316,0.402103198437194,-8832.746161287663
7428.021998834498,1.6183290027123718,1511.0797014467246
4765.197794117647,1.2450081308806427,-4043.481589171246
3713.02614379085,0.45864914662728484,-6350.11722110127
10108.494444444445,1.3741476157100625,6817.233673977554
7731.480914918415,1.7192639106573238,2156.511772157611
3780.5753205128203,0.7697124407149836,-6085.246828575166
5533.491758241758,1.396132460956332,-2381.3388116539527
3035.9090643274853,0.7677906893778786,-7639.149430579566
7358.44696969697,1.5720062247516826,1282.2082605787607
5269.920329670329,1.1112453142304517,-3028.7649629844354
8590.886363636364,2.0245832471929726,3906.361492727119
4456.860416666666,1.0717836041682047,-4719.480689195527
9404.013636363636,1.7314229702797235,5479.496352596733
11851.691666666668,2.149265470435096,10542.337658241448
6446.245879120879,1.1238466402684535,-701.8175990560062
4947.180654761904,0.9491380577636345,-3728.669646426463
7869.28143939394,1.225646835003851,2200.611589127012
4236.706801470588,0.8191255123016816,-5196.917732506183
5098.932886904762,1.2059710536682857,-3334.662791597924
7005.706730769231,1.0988644430474555,493.8506403133121
3692.7720588235293,0.6938948979593662,-6332.948066316662
7170.583916083915,1.3469389135191483,801.4831339867579
8711.117045454546,1.3418810235336744,3998.265480124879
5759.6169413919415,1.0820218495775713,-2018.1191548761444
5924.559065934066,1.211117063650454,-1654.887341789632
5766.630494505494,1.295544195242535,-1926.1888269322155
7574.787733100234,1.2575579812047715,1624.4446169591176
3703.8856209150326,0.9855675929364267,-6234.176678978354
3311.7119883040937,0.9785068060302375,-7004.358350567457
5381.389285714286,1.1952147563916873,-2793.8272499540044
4887.832291666667,1.0436353188455936,-3821.670406659942
4545.057291666666,1.0513176944757954,-4531.275033718267
4362.8360906862745,0.98489873121262,-4890.618785259143
6485.490384615385,0.8037712142942544,-788.1088473048806
5658.132692307693,0.9399714333628876,-2270.078427353285
6662.827380952382,1.5784313473979215,-123.69033670328743
3202.5840643274855,1.1627988428826928,-7227.8351907651895
7865.155303030303,1.4804188582586049,2183.401826854767
3823.075980392157,0.9812241930224099,-6000.178191061505
6091.321428571428,0.9584450946856512,-1439.8192720414404
2516.0434027777774,0.33622309627305813,-8737.649533780814
5021.4907738095235,1.246639894989492,-3513.5989474802886
5110.270238095238,0.7757334300320914,-3457.6053029131617
5954.26510989011,1.1103612737526252,-1655.305881494256
6685.984661172161,1.342917316466084,-108.41636384750358
3657.448937908497,1.1473838738650797,-6288.983648167602
7109.791666666667,1.1268803298753345,706.9166819789914
7367.54326923077,1.4289024380371136,1324.2602564331587
6255.2376373626375,1.3468978800738334,-1033.7877311042578
2357.7815476190476,0.8114227220825103,-8973.957663735782
4950.971130952381,1.3276191122549288,-3582.462870520461
8458.120454545455,1.0572803821849694,3395.9056158912504
6364.035256410256,1.0517185706194396,-788.6891268549083
5830.858974358975,0.8241294326815196,-1972.161913960311
4800.546428571428,1.4386024238894062,-3880.0581726621926
8578.536742424243,1.6141431630515246,3784.4271666387835
3356.266382868937,0.7338937767487124,-6968.370583212051
6096.958058608058,1.4773227859887186,-1217.9683332162303
6484.439560439561,1.421674588303622,-497.91852505300255
5705.833333333333,0.9548513383051881,-2198.100919085233
5963.736034798536,0.8103222597949629,-1679.185430668929
6204.402472527472,1.3192034945798259,-1061.9045355888002
5251.036904761904,0.9031448789015264,-3117.5780998072987
6221.282051282052,1.2379334207018249,-1116.4814033399343
3253.702485380117,0.621682002620382,-7273.820921810629
5875.163461538462,1.2321014998101731,-1780.2148400119945
4333.358333333334,0.9558243985645443,-4948.213182167493
6913.951923076924,1.014196193287547,217.6988691341121
5447.705952380952,1.2239336580829898,-2609.2688904542865
6575.828525641025,0.6026562032905809,-549.6713065204947
4297.529411764706,0.8261987992835221,-5059.8893872593035
9888.25,1.6453098567147617,6379.591551039246
6571.055173992674,0.9298845531084172,-474.1781012638074
4401.157986111111,1.0019370402807009,-4792.591887479622
2336.830952380952,0.7421574385315445,-9069.834729634393
4391.451654411765,0.6840123175134906,-4885.716622869233
5012.133333333334,1.0485652055872672,-3587.9388101947784
5364.045238095238,1.0109805151085722,-2799.6392854375686
4924.077678571428,0.39048568134314904,-3937.3904212211955
6866.834935897436,1.323311814670208,231.92366377967164
9857.822222222223,1.4958755702447712,6327.972702575125
6698.417353479854,1.4586037834734142,-13.92670246974777
3959.014705882353,0.8544297629307283,-5696.364523666597
5138.759523809524,1.1489922354443638,-3283.6764745401706
5026.267113095238,0.9588130305000344,-3561.8324132901753
3689.638071895425,0.8808583519225961,-6278.0420132920535
14566.388392857141,3.931229932261993,16492.261295067467
5548.740750915751,0.7992584831001572,-2569.667971919123
9874.375,1.9852827454215471,6557.524736938596
6612.90521978022,1.4946186626072386,-225.83476000778592
3058.390625,0.5006612323154811,-7669.390743275412
9008.888636363636,1.5851246160580978,4596.0625810068705
8004.115530303031,1.7768431302048584,2705.2777754268077
2793.3189223057643,0.8287608588893767,-8143.70996701898
8869.797727272728,1.9707235986675145,4494.720972865381
6719.384615384615,1.2239712855023965,-60.69742422145648
10434.35119047619,1.9433624106334837,7565.003940810824
6107.164835164835,1.4052547181135,-1285.4707703206684
6917.994318181819,1.023969309473349,301.5504838283156
7061.945512820512,1.3326076327169392,678.5575865834702
4405.922348484848,0.4729438373157349,-4949.814030521153
4871.939583333333,1.141641704629051,-3808.987859507363
10193.444444444443,2.8880262371971024,7425.606596994529
7279.263257575758,2.064023934578404,1249.5927980923059
6166.812042124542,0.5755239316792182,-1386.638324699808
7277.564393939394,1.437102891612972,1048.3459630984823
6414.767857142857,1.4393808322612633,-585.6368436342796
6117.30805860806,1.3747863770679523,-1260.2098275001454
6319.456043956044,1.3411496385924169,-817.9496478364382
6932.717032967033,1.5481824309194983,452.03199114240846
5642.8346726190475,1.1259706523731903,-2279.204093092608
6091.571428571429,1.0224873904458343,-1416.5767234808004
3483.1447368421054,0.6434225595492442,-6742.771427390126
3845.31755245958,0.6131176925820765,-6032.328987636682
9802.536363636364,1.7615058460264206,6299.988936694029
7784.875,1.5568948111061456,2125.6048415752007
3144.068627450981,0.4564415162291785,-7488.665452356685
9440.58888888889,0.9248669035281296,5323.337150317907
8549.85037878788,1.9086984479785514,3789.7570781717727
8997.226893939394,1.5152886553550189,4606.203337367413
4332.309232026144,0.80875159908893,-5028.7737085765475
6991.395833333332,1.8132308744285108,651.2461003124031
6880.299450549452,0.9882014499208152,188.91267887261353
7609.451923076923,1.4963117886399677,1754.5701397457435
5829.9986263736255,0.658945037277519,-2041.576925735143
4998.474999999999,1.7608541432297362,-3379.62248385617
6881.195054945055,1.5936868676344038,288.98118046715393
